CN_Code,Description
84431700,"8443 17 00 -- Macchine ed apparecchi, per la stampa, eliografici"
84431900,8443 19 -- altri
84431920,8443 19 20 --- per la stampa delle materie tessili
84431940,8443 19 40 --- utilizzati nella produzione di semiconduttori
84431970,8443 19 70 --- altri
84433100,"8443 31 00 -- Macchine che presentano almeno due delle funzioni seguenti: stampa, copia o trasmissione di fax, collegabili ad una macchina automatica per l’elaborazione dell’informazione o ad una rete"
84433200,"8443 32 -- altre, collegabili ad una macchina automatica per l’elaborazione dell’informazione o ad una rete"
84433210,8443 32 10 --- Stampanti
84433280,8443 32 80 --- altre
84433900,8443 39 00 -- altre
84439100,"8443 91 -- Parti ed accessori di macchine e apparecchi per stampare con lastre, cilindri o altri organi per la stampa della voce 8442"
84439110,8443 91 10 --- di macchine della sottovoce 84431940
84439191,"8443 91 91 ---- di getti di ghisa, di ferro o di acciaio"
84439199,8443 91 99 ---- altre
84439900,8443 99 -- altri
84439910,8443 99 10 --- Assiemaggi elettronici
84439990,8443 99 90 --- altri
84440000,"8444 00 Macchine per la filatura (estrusione), per lo stiramento, la testurizzazione o il taglio delle materie tessili sintetiche o artificiali"
84440010,8444 00 10 - Macchine per la filatura
84440090,8444 00 90 - altre
84450000,"8445 Macchine per la preparazione delle materie tessili; macchine per la filatura, l'accoppiamento, la torcitura o la ritorcitura delle materie tessili ed altre macchine ed apparecchi per la fabbricazione di filati tessili; macchine per bobinare (comprese le spoliere) o per aspare le materie tessili e macchine per la preparazione di filati tessili destinati ad essere utilizzati sulle macchine delle voci 8446 o 8447"
84451100,- Macchine per la preparazione delle materie tessili
84451200,8445 12 00 -- Pettinatrici
84451300,8445 13 00 -- Banchi a fusi
84451900,8445 19 00 -- altre
84452000,8445 20 00 - Macchine per la filatura delle materie tessili
84453000,"8445 30 00 - Macchine per l'accoppiamento, la torcitura o la ritorcitura delle materie tessili"
84454000,8445 40 00 - Macchine per bobinare (comprese le spoliere) o per aspare le materie tessili
84459000,8445 90 00 - altre
84460000,8446 Telai per tessitura
84461000,8446 10 00 - per tessuti di larghezza inferiore o uguale a 30 cm
84462100,"- per tessuti di larghezza superiore a 30 cm, con navetta"
84462900,8446 29 00 -- altri
84463000,"8446 30 00 - per tessuti di larghezza superiore a 30 cm, senza navetta"
84470000,"8447 Macchine e telai per maglieria, per tessuti cuciti con punto a maglia, per guipure, per tulli, per pizzi, per ricami, per passamaneria, per trecce, per tessuti a maglie annodate (reti) o per tessuti tufted"
84471100,8447 11 00 -- con cilindro di diametro inferiore o uguale a 165 mm
84471200,8447 12 00 -- con cilindro di diametro superiore a 165 mm
84472000,"8447 20 - Telai per maglieria, rettilinei; macchine per tessuti cuciti con punto a maglia"
84472020,"8447 20 20 -- Telai a catena, compresi i telai del tipo Raschel; macchine per tessuti cuciti con punto a maglia"
84472080,8447 20 80 -- altri
84479000,8447 90 00 - altri
84480000,"8448 Macchine ed apparecchi ausiliari per le macchine delle voci 8444, 8445, 8446 o 8447 (per esempio: ratiere, meccanismi Jacquard, rompicatena e rompitrama, meccanismi per il cambio delle navette); parti ed accessori riconoscibili come destinati esclusivamente o principalmente alle macchine di questa voce o delle voci 8444, 8445, 8446 o 8447 (per esempio: fusi, alette, guarniture per carde, pettini, barrette, filiere, navette licci e quadri di licci, aghi, platine, uncinetti)"
84481100,"8448 11 00 -- Ratiere (meccanismi d'armatura) e meccanismi Jacquard; riduttori, perforatrici e copiatrici di cartoni, macchine per allacciare i cartoni dopo le perforazioni"
84481900,8448 19 00 -- altri
84482000,8448 20 00 - Parti ed accessori di macchine della voce 8444 o delle loro macchine o apparecchi ausiliari
84483100,- Parti ed accessori di macchine della voce 8445 o delle loro macchine o apparecchi ausiliari
84483200,"8448 32 00 -- di macchine per la preparazione delle materie tessili, diverse dalle guarniture per carde"
84483300,"8448 33 00 -- Fusi e loro alette, anelli e cursori"
84483900,8448 39 00 -- altri
84484200,- Parti ed accessori di telai per tessitura o delle loro macchine ed apparecchi ausiliari
84484900,8448 49 00 -- altri
84485100,"- Parti ed accessori di telai, macchine o apparecchi della voce 8447 o delle loro macchine o apparecchi ausiliari"
84485110,8448 51 10 --- Platine
84485190,8448 51 90 --- altri
84485900,8448 59 00 -- altri
84490000,"8449 00 00 Macchine ad apparecchi per la fabbricazione o la finitura del feltro o delle stoffe non tessute, in pezza o in forma, comprese le macchine ed apparecchi per la fabbricazione di cappelli di feltro; forme per cappelli"
84500000,"8450 Macchine per lavare la biancheria, anche con dispositivo per asciugare"
84501100,"- Macchine di capacità unitaria, espressa in peso di biancheria secca, inferiore o uguale a 10 kg"
84501111,"--- di capacità unitaria, espressa in peso di biancheria secca, inferiore o uguale a 6 kg"
84501119,8450 11 19 ---- a caricamento dall'alto
84501190,"8450 11 90 --- di capacità unitaria, espressa in peso di biancheria secca, superiore a 6 kg ed inferiore o uguale a 10 kg"
84501200,"8450 12 00 -- altre macchine, con idroestrattore centrifugo incorporato"
84501900,8450 19 00 -- altre
84502000,"8450 20 00 - Macchine di capacità unitaria, espressa in peso di biancheria secca, superiore a 10 kg"
84509000,8450 90 00 - Parti
84510000,"8451 Macchine ed apparecchi (diversi dalle macchine della voce 8450) per lavare, pulire, strizzare, asciugare, stirare, pressare (comprese le presse per fissaggio), imbianchire, tingere, apprettare, rifinire, intonacare o impregnare filati, tessuti o lavori di materie tessili e macchine per il rivestimento dei tessuti o di altri supporti utilizzati per la fabbricazione di copripavimenti, come linoleum; macchine per avvolgere, svolgere, piegare, tagliare o dentellare i tessuti"
84511000,8451 10 00 - Macchine per pulire a secco
84512100,"8451 21 00 -- di capacità unitaria, espressa in peso di biancheria secca, inferiore o uguale a 10 kg"
84512900,8451 29 00 -- altre
84513000,"8451 30 00 - Macchine e presse per stirare, comprese le presse per fissaggio"
84514000,"8451 40 00 - Macchine per lavare, imbianchire o tingere"
84515000,"8451 50 00 - Macchine per avvolgere, svolgere, piegare, tagliare o dentellare i tessuti"
84518000,8451 80 - altre macchine ed apparecchi
84518010,"8451 80 10 -- Macchine per il rivestimento dei tessuti e di altri supporti per la fabbricazione dei copripavimenti, come linoleum, ecc."
84518030,8451 80 30 -- Macchine per apprettare o rifinire
84518080,8451 80 80 -- altri
84519000,8451 90 00 - Parti
84520000,"8452 Macchine per cucire, escluse le macchine per cucire i fogli della voce 8440; mobili, supporti e coperchi costruiti appositamente per macchine per cucire; aghi per macchine per cucire"
84521000,8452 10 - Macchine per cucire di tipo domestico
84521011,"-- Macchine per cucire unicamente con punto annodato la cui testa pesa al massimo 16 kg senza motore o 17 kg col motore; teste di macchine per cucire, unicamente con punto annodato, pesanti al massimo 16 kg senza motore o 17 kg col motore"
84521019,8452 10 19 --- altre
84521090,8452 10 90 -- altre macchine per cucire e ed altre teste per macchine per cucire
84522100,8452 21 00 -- Unità automatiche
84522900,8452 29 00 -- altre
84523000,8452 30 00 - Aghi per macchine per cucire
84529000,"8452 90 00 - Mobili, supporti e coperchi per macchine per cucire e loro parti; altre parti di macchine per cucire"
84530000,"8453 Macchine ed apparecchi per la preparazione, la concia o la lavorazione del cuoio o delle pelli o per la fabbricazione o la riparazione di calzature o di altri lavori in cuoio o in pelle, escluse le macchine per cucire"
84531000,"8453 10 00 - Macchine ed apparecchi per la preparazione, la concia o la lavorazione del cuoio o delle pelli"
84532000,8453 20 00 - Macchine ed apparecchi per la fabbricazione o la riparazione delle calzature
84538000,8453 80 00 - altre macchine ed apparecchi
84539000,8453 90 00 - Parti
84540000,"8454 Convertitori, secchie di colata, lingottiere e macchine per colare (gettare) per la metallurgia, le acciaierie o le fonderie"
84541000,8454 10 00 - Convertitori
84542000,8454 20 00 - Lingottiere e secchie di colata
84543000,8454 30 - Macchine per colare (gettare)
84543010,8454 30 10 -- Macchine per colare sotto pressione
84543090,8454 30 90 -- altre
84549000,8454 90 00 - Parti
84550000,8455 Laminatoi per metalli e loro cilindri
84551000,8455 10 00 - Laminatoi per tubi
84552100,8455 21 00 -- Laminatoi a caldo e laminatoi combinati a caldo e a freddo
84552200,8455 22 00 -- Laminatoi a freddo
84553000,8455 30 - Cilindri di laminatoi
84553010,8455 30 10 -- di ghisa
84553031,8455 30 31 --- Cilindri di lavoro a caldo; cilindri d'appoggio a caldo e a freddo
84553039,8455 30 39 --- Cilindri di lavoro a freddo
84553090,8455 30 90 -- altri
84559000,8455 90 00 - altre parti
84560000,"8456 Macchine utensili che operano con asportazione di qualsiasi materia, operanti con laser o altri fasci di luce o di fotoni, con ultrasuoni, per elettroerosione, con procedimenti elettrochimici, con fasci di elettroni, fasci ionici o a getto di plasma; tagliatrici a idrogetto"
84561100,- operanti con laser o altri fasci di luce o di fotoni
84561110,"8456 11 10 --- dei tipi usati esclusivamente o principalmente per la fabbricazione di circuiti stampati, assemblaggi di circuiti stampati, parti della voce 8517, o parti di macchine automatiche per l'elaborazione dell'informazione"
84561190,8456 11 90 --- altri
84561200,8456 12 -- operanti con altri fasci di luce o di fotoni
84561210,"8456 12 10 --- dei tipi usati esclusivamente o principalmente per la fabbricazione di circuiti stampati, assemblaggi di circuiti stampati, parti della voce 8517, o parti di macchine automatiche per l'elaborazione dell'informazione"
84561290,8456 12 90 --- altri
84562000,8456 20 00 - operanti con ultrasuoni
84563000,8456 30 - operanti per elettroerosione
84563011,8456 30 11 --- con filo
84563019,8456 30 19 --- altre
84563090,8456 30 90 -- altre
84564000,8456 40 00 - operanti con procedimenti a getto di plasma
84565000,8456 50 00 - tagliatrici a idrogetto
84569000,8456 90 00 - altre
84570000,"8457 Centri di lavorazione, macchine a posto fisso e macchine a stazioni multiple, per la lavorazione dei metalli"
84571000,8457 10 - Centri di lavorazione
84571010,8457 10 10 -- orizzontali
84571090,8457 10 90 -- altri
84572000,8457 20 00 - Macchine a posto fisso
84573000,8457 30 - Macchine a stazioni multiple
84573010,8457 30 10 -- a comando numerico
84573090,8457 30 90 -- altre
84580000,8458 Torni (compresi i centri di tornitura) che operano con asportazione di metallo
84581100,8458 11 -- a comando numerico
84581120,8458 11 20 --- Centri di tornitura
84581141,8458 11 41 ---- mono mandrino
84581149,8458 11 49 ---- multi mandrino
84581180,8458 11 80 --- altri
84581900,8458 19 00 -- altri
84589100,8458 91 -- a comando numerico
84589120,8458 91 20 --- Centri di tornitura
84589180,8458 91 80 --- altri
84589900,8458 99 00 -- altri
84590000,"8459 Macchine (comprese le unità di lavorazione con guida di scorrimento) foratrici, alesatrici, fresatrici, filettatrici o maschiatrici per metalli che operano con asportazione di materia, esclusi i torni (compresi i centri di tornitura) della voce 8458"
84591000,8459 10 00 - Unità di lavorazione con guida di scorrimento
84592100,8459 21 00 -- a comando numerico
84592900,8459 29 00 -- altre
84593100,8459 31 00 -- a comando numerico
84593900,8459 39 00 -- altre
84594100,8459 41 00 -- a comando numerico
84594900,8459 49 00 -- altre
84595100,8459 51 00 -- a comando numerico
84595900,8459 59 00 -- altre
84596100,8459 61 -- a comando numerico
84596110,8459 61 10 --- Fresatrici per utensili
84596190,8459 61 90 --- altre
84596900,8459 69 -- altre
84596910,8459 69 10 --- Fresatrici per utensili
84596990,8459 69 90 --- altre
84597000,8459 70 00 - Filettatrici o maschiatrici
84600000,"8460 Macchine per sbavare, affilare, molare, rettificare, smerigliare, levigare o altre macchine che operano per mezzo di mole, abrasivi o prodotti per lucidare, per la rifinitura dei metalli o dei cermet, diverse dalle macchine per tagliare o rifinire gli ingranaggi della voce 8461"
84601200,- Macchine per rettificare le superfici piane
84601900,8460 19 00 -- altre
84602200,"8460 22 00 -- Rettificatrici senza centro, a comando numerico"
84602300,"8460 23 00 -- altre rettificatrici per superfici cilindriche, a comando numerico"
84602400,"8460 24 00 -- altre, a comando numerico"
84602900,8460 29 -- altre
84602910,8460 29 10 --- per superfici cilindriche
84602990,8460 29 90 --- altre
84603100,8460 31 00 -- a comando numerico
84603900,8460 39 00 -- altre
84604000,8460 40 - Macchine per levigare o smerigliare
84604010,8460 40 10 -- a comando numerico
84604090,8460 40 90 -- altre
84609000,8460 90 00 - altre
84610000,"8461 Macchine per piallare, limare, sbozzare, brocciare, macchine per tagliare o rifinire gli ingranaggi, macchine per segare, troncare ed altre macchine utensili che operano con asportazione di metallo o di cermet, non nominate né comprese altrove"
84612000,8461 20 00 - Macchine per limare e per sbozzare
84613000,8461 30 - Macchine per brocciare
84613010,8461 30 10 -- a comando numerico
84613090,8461 30 90 -- altre
84614000,8461 40 - Macchine per tagliare o rifinire gli ingranaggi
84614011,-- Macchine per tagliare gli ingranaggi
84614019,8461 40 19 ---- altre
84614031,8461 40 31 ---- a comando numerico
84614039,8461 40 39 ---- altre
84614071,"--- il cui posizionamento in uno degli assi può essere regolato con una precisione di almeno 0,01 mm"
84614079,8461 40 79 ---- altre
84614090,8461 40 90 --- altre
84615000,8461 50 - Macchine per segare o troncare
84615011,8461 50 11 --- a sega circolare
84615019,8461 50 19 --- altre
84615090,8461 50 90 -- Troncatrici
84619000,8461 90 00 - altre
84620000,"8462 Macchine (comprese le presse) per fucinare o forgiare a stampo (esclusi i laminatoi), magli per la lavorazione dei metalli; macchine (comprese le presse, le linee di taglio e le linee di taglio su misura), rullatrici, centinatrici, piegatrici, raddrizzatrici, spianatrici, cesoie, punzonatrici, sgretolatrici e roditrici per metalli (escluse trafilatrici); presse per la lavorazione dei metalli o dei carburi metallici, diverse da quelle sopra citate"
84621100,- Macchine per la formatura a caldo (comprese le presse) per fucinare o forgiare a stampo e magli
84621110,8462 11 10 --- a comando numerico
84621190,8462 11 90 --- altre
84621900,8462 19 -- altre
84621910,8462 19 10 --- a comando numerico
84621990,8462 19 90 --- altre
84622200,"- Macchine rullatrici, centinatrici, piegatrici, raddrizzatrici o spianatrici (comprese le presse piegatrici) per prodotti piatti"
84622210,8462 22 10 --- a comando numerico
84622290,8462 22 90 --- altre
84622300,8462 23 00 -- Presse piegatrici a comando numerico
84622400,8462 24 00 -- Presse per pannelli a comando numerico
84622500,8462 25 00 -- Macchine rullatrici a comando numerico
